file,unix_ts,local_dt,local_tm,column,original_value,recovered_value,method,source_hour_unix_ts,source_samples,confidence,notes
energy_hourly.csv,1528542000,2018-06-09,04:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,main,,194,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528542000,2018-06-09,04:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528538400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,bedp,,69,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,frdg,,41,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,main,,194,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528545600,2018-06-09,05:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528542000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,bedp,,59,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,frdg,,36,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen2,,2,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen3,,39,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,main,,176,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528549200,2018-06-09,06:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528545600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,bedp,,61,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,boil,,33,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,frdg,,42,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen2,,21,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen3,,40,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,gen6,,3,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,main,,226,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528552800,2018-06-09,07:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528549200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,beda,,6,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,bedp,,67,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,frdg,,63,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen2,,3,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen3,,44,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen5,,8,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,kit1,,133,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,kit2,,1,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,main,,356,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528556400,2018-06-09,08:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528552800,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,beda,,4,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,bedp,,69,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,cwsh,,3,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,frdg,,33,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen2,,14,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen3,,49,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen5,,7,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,gen6,,3,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,main,,206,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528560000,2018-06-09,09:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528556400,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,beda,,3,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,bedp,,60,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,boil,,126,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,cwsh,,86,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,dryr,,1,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,frdg,,48,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen2,,14,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen3,,42,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen5,,106,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,main,,503,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528563600,2018-06-09,10:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528560000,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,beda,,3,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,bedp,,69,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,boil,,14,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,cwsh,,164,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,dryr,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,frdg,,54,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen1,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen2,,26,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen3,,41,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen4,,2,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen5,,143,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,gen6,,2,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,kit1,,1,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,kit2,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,main,,532,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,outp,,1,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528567200,2018-06-09,11:00:00,vacu,,0,recovered_1hz_power_mean_ceil,1528563600,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,beda,,3,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,bedp,,74,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,boil,,15,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,chrg,,0,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,cwsh,,11,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,dryr,,2093,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,dwsh,,0,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
energy_hourly.csv,1528570800,2018-06-09,12:00:00,frdg,,50,recovered_1hz_power_mean_ceil,1528567200,3600,medium,Hourly aggregation is direct; missing 1 Hz seconds are synthetic donor values.
